id	original_sentence	auxiliary_sentence	label
2996	location - 2 and location - 1 are the best by far	what do you think of the safety of location - 1 ?	None
2996	location - 2 and location - 1 are the best by far	what do you think of the transit location of location - 1 ?	None
2997	also , as a general rule , location - 1 is the cheapest area , followed closely by location - 2	what do you think of the general of location - 1 ?	None
2997	also , as a general rule , location - 1 is the cheapest area , followed closely by location - 2	what do you think of the price of location - 1 ?	Positive
2997	also , as a general rule , location - 1 is the cheapest area , followed closely by location - 2	what do you think of the safety of location - 1 ?	None
2997	also , as a general rule , location - 1 is the cheapest area , followed closely by location - 2	what do you think of the transit location of location - 1 ?	None
2999	i would suggest looking at the area around location - 2 or location - 1	what do you think of the general of location - 1 ?	Positive
2999	i would suggest looking at the area around location - 2 or location - 1	what do you think of the price of location - 1 ?	None
2999	i would suggest looking at the area around location - 2 or location - 1	what do you think of the safety of location - 1 ?	None
2999	i would suggest looking at the area around location - 2 or location - 1	what do you think of the transit location of location - 1 ?	None
3000	as a general rule , avoid certain areas of south london such as location - 1 and the location - 2 complex , which have bad reputations for drugs and gun crime	what do you think of the general of location - 1 ?	Negative
3000	as a general rule , avoid certain areas of south london such as location - 1 and the location - 2 complex , which have bad reputations for drugs and gun crime	what do you think of the price of location - 1 ?	None
3000	as a general rule , avoid certain areas of south london such as location - 1 and the location - 2 complex , which have bad reputations for drugs and gun crime	what do you think of the safety of location - 1 ?	Negative
3000	as a general rule , avoid certain areas of south london such as location - 1 and the location - 2 complex , which have bad reputations for drugs and gun crime	what do you think of the transit location of location - 1 ?	None
3001	well location - 1 is more in the centre of things , and nearer to the middle of london , as location - 2 is quite far intp south london	what do you think of the general of location - 1 ?	None
3001	well location - 1 is more in the centre of things , and nearer to the middle of london , as location - 2 is quite far intp south london	what do you think of the price of location - 1 ?	None
3001	well location - 1 is more in the centre of things , and nearer to the middle of london , as location - 2 is quite far intp south london	what do you think of the safety of location - 1 ?	None
3001	well location - 1 is more in the centre of things , and nearer to the middle of london , as location - 2 is quite far intp south london	what do you think of the transit location of location - 1 ?	Positive
3002	try searching in location - 1 or location - 2	what do you think of the general of location - 1 ?	Positive
3002	try searching in location - 1 or location - 2	what do you think of the price of location - 1 ?	None
3002	try searching in location - 1 or location - 2	what do you think of the safety of location - 1 ?	None
3002	try searching in location - 1 or location - 2	what do you think of the transit location of location - 1 ?	None
